# Constructed from biom file
#OTU ID	A2511	J2515	taxonomy
2c5148342fa2ddc031212de2bc880bef	15.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; ; 
cbef5a03b48197df4191b1afc57f3296	4.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter; 
9a8b133e77c109b6ca8bdf206af0dedc	4.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Piscirickettsiales; Piscirickettsiaceae; Candidatus Endoecteinascidia; uncultured bacterium
20ebab43718fef4ad3337c293d96b66e	8.0	8.0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; DEV007; ; 
ed958e0a3e7f149c81e244174228a0fa	45.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Alcanivoracaceae; Alcanivorax; 
73c8333f0b8f74934e099e7a3c739eea	0.0	4.0	Bacteria; Proteobacteria; Gammaproteobacteria; Arenicellales; Arenicellaceae; uncultured; uncultured marine bacterium
365cf9e8424b84332cee898f37ee5885	32.0	21.0	Bacteria; Proteobacteria; Alphaproteobacteria; uncultured; ; ; 
46b14e4969c754306af7095015e74163	0.0	10.0	Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Edaphobacter; 
3c25aefde2ab931cbf9149166d8644af	158.0	125.0	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; 
a9164d01308501b576afa06256a15b0f	111.0	97.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; 
b6a152c1c1c3931033c229389a0f8d75	31.0	0.0	Archaea; Thaumarchaeota; Nitrososphaeria; Nitrosopumilales; Nitrosopumilaceae; uncultured marine archaeon; uncultured marine archaeon
750ba0e2bb9fe55d1cbb3b4eaadc1981	6.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; Terrimonas; 
388a181d51e3618d47cdfe4fb918277d	0.0	7.0	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Saprospiraceae; uncultured; uncultured Saprospiraceae bacterium
7a7272948670340ec2d4c0886c52cacc	6.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Roseococcus; metagenome
d7970e5a09d15a8bc94a41c4ef774677	32.0	21.0	Bacteria; Proteobacteria; Deltaproteobacteria; PB19; uncultured marine microorganism; uncultured marine microorganism; uncultured marine microorganism
a464d4e4fc52e95ec48469613da0eb6e	37.0	49.0	Bacteria; Proteobacteria; Gammaproteobacteria; HgCo23; uncultured bacterium; uncultured bacterium; uncultured bacterium
04db8fa0f286c42335556af597b5c346	83.0	65.0	Bacteria; Planctomycetes; Planctomycetacia; Planctomycetales; Gimesiaceae; uncultured; uncultured planctomycete
d46e2205f0c6ecf67b51f83d111c509c	0.0	44.0	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia-Shigella; 
d2b064e33428f099f318a587a61dac08	45.0	159.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; ; 
219bbddfdda2b23294c2c7522c18f704	10.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; PB19; uncultured delta proteobacterium; uncultured delta proteobacterium; uncultured delta proteobacterium
a39300035694fec651fe6ede93a756be	9.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; 
b47d2421437e0c941114025e7dc183b4	26.0	35.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Cryomorphaceae; uncultured; uncultured Owenweeksia sp.
09f944acc15518b31e5803e1e4cb4e43	31.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Duganella; 
0922d35b7a59ea62158313c5a9a2a5a7	16.0	23.0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Pedosphaerales; Pedosphaeraceae; ; 
07da22cab5c55a4badb462bcbbded642	30.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Phyllobacterium; 
aa2e422ad037b7735ef49526f99424be	1145.0	2192.0	Bacteria; Proteobacteria; Gammaproteobacteria; OM182 clade; ; ; 
1c2b8892a0d7f828d72808cd01cfd199	0.0	19.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia; 
8fb4413ed236cf03df5e94100c843f31	37.0	52.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; ; 
8cb21fb64570dc74f19feb5ca4cbb8e0	25.0	72.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; ; 
5acdfbf5330bcf2d3a211056d3deecab	8.0	8.0	Bacteria; Proteobacteria; Gammaproteobacteria; UBA10353 marine group; uncultured bacterium; uncultured bacterium; uncultured bacterium
1a2ced70f951a1d6678ac3faba1d5790	6.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Cryomorphaceae; ; 
b01cdc53ccf0147bfd6e571cbe2af6b6	0.0	28.0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; 
12a678de1ab697ad0c99cd9cbf46fd90	10.0	0.0	Archaea; Thaumarchaeota; Nitrososphaeria; Nitrosopumilales; Nitrosopumilaceae; ; 
03df54c3cc42e19b77b270c8264c4d50	10.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 clade; uncultured; uncultured bacterium; uncultured bacterium
3f07c5798efd8deb6095045db89ee137	6.0	5.0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfarculales; Desulfarculaceae; uncultured; uncultured delta proteobacterium
fbdbaff990689e59c5d38e79775ac823	7.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bradymonadales; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium
b8952a1be97fc489f86a95e261ee1913	22.0	35.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Magnetospiraceae; uncultured; uncultured marine bacterium
75988afe3ca9126f78db546353425b4c	11.0	9.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS7 marine group; uncultured bacterium; uncultured bacterium
39f702be83658ce20f3d9856618eb98c	4.0	11.0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; uncultured; 
fb92837fc6922d73ee7dd0b1feca3f34	21.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bacteriovoracaceae; Halobacteriovorax; uncultured bacterium
12f83c66a8351950d2dd57715f1863fe	87.0	93.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Cryomorphaceae; uncultured; 
e9a1698787ff19af6cf32617f77a7d47	0.0	5.0	Bacteria; Acidobacteria; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10; 
1ad081dbb956f3379220b5802dc30992	12.0	7.0	Bacteria; FBP; uncultured actinobacterium; uncultured actinobacterium; uncultured actinobacterium; uncultured actinobacterium; uncultured actinobacterium
20f6b9bc7e52e18f6472c4a34e27aafa	206.0	161.0	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Microtrichaceae; Sva0996 marine group; 
c6e9c9fe9159441c4ffe44947875236a	34.0	27.0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; ; 
4237c23d2b5e8dd8805b1c33e717b138	9.0	11.0	Bacteria; Proteobacteria; Deltaproteobacteria; PB19; uncultured bacterium; uncultured bacterium; uncultured bacterium
b632f1471fdbc48a83f80b09ee9ea027	149.0	1149.0	Bacteria; Proteobacteria; Gammaproteobacteria; Nitrosococcales; Methylophagaceae; uncultured; uncultured marine bacterium
15c618b5045a3c1310364402887a59ea	47.0	160.0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; BD2-7; ; 
0e8d7f5ec91829192f3ace7dff1f62fc	0.0	5.0	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family; Candidatus Ovatusbacter; uncultured bacterium
b81a059afb832b294cd85dfe74a459e6	4.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; uncultured delta proteobacterium
1fb08b18138d8c6a97104ee81c5248d3	60.0	27.0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; ; 
4f487bc7e9aaff20fafb073ca6924ace	196.0	204.0	Bacteria; Proteobacteria; Deltaproteobacteria; SAR324 clade(Marine group B); ; ; 
36e31371eb1ad17d4cdc37bd7cda2d41	0.0	20.0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; 
15d56c1957f615a428b92ab2d5f3e1ee	0.0	16.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Mesorhizobium; 
d6f30c2ceed71beac5839ed244b3e275	64.0	53.0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; OM60(NOR5) clade; 
dcd1521a3b33b6abb50cb12d0868dd05	64.0	32.0	Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 clade; Clade I; Clade Ib; 
a8938cb2311a91ad93a2bb377ba1c74c	0.0	20.0	Bacteria; Nitrospinae; Nitrospinia; Nitrospinales; Nitrospinaceae; LS-NOB; 
9601e84a92715b2819d6b129863d0385	0.0	11.0	Bacteria; Proteobacteria; Gammaproteobacteria; CH2b56; uncultured bacterium; uncultured bacterium; uncultured bacterium
8884b52714b0982de06885fb47256a95	0.0	2.0	Bacteria; Proteobacteria; Deltaproteobacteria; Oligoflexales; Oligoflexaceae; uncultured; uncultured proteobacterium
d16b55c828ed18211dfea1d66ee857b3	176.0	553.0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Porticoccaceae; SAR92 clade; 
1fae7588baccdfd0cc4d956aadd083f9	6.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; uncultured marine bacterium; uncultured marine bacterium
c7212c3182271fc66b88ea4388339a8e	2.0	2.0	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; uncultured; uncultured bacterium
d4c845ae69d4db97ccb449c6201eb936	23.0	30.0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; P3OB-42; uncultured marine bacterium; uncultured marine bacterium
87d00390038199c00a6de39cf6f46b54	0.0	3.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; uncultured bacterium
96a544503289da1ac973c80bc068b020	97.0	128.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; NS4 marine group; uncultured Bacteroidetes bacterium
08d858113d61ab489ddc6e4a600f45c3	24.0	0.0	Archaea; Thaumarchaeota; Nitrososphaeria; Nitrosopumilales; Nitrosopumilaceae; Candidatus Nitrosopelagicus; uncultured archaeon
eeb07d56347f75ac21fafae6b282e632	31.0	12.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; NS5 marine group; 
6868ba71639657fc57e30650bee93562	10.0	24.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Loktanella; 
d821aeb7d148eb81375909bfdecd8ad9	234.0	512.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; uncultured marine bacterium; uncultured marine bacterium
8c812c1dba3499ce71808af95264397f	25.0	19.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; uncultured delta proteobacterium
3b9d08fd572f728beedfb711bb1b0bf0	8.0	29.0	Archaea; Euryarchaeota; Thermoplasmata; Marine Group II; uncultured marine archaeon; uncultured marine archaeon; uncultured marine archaeon
727b93547c506f4e8d550c669d849a9f	41.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 clade; Clade II; ; 
2d790e71dc56f074dcb97025523b7857	0.0	5.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Terasakiellaceae; uncultured; uncultured organism
f1cacd9e70445f24c4619f0fca89b7f4	0.0	44.0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Colwellia; 
d9718c919cd07f8319be692e0913f198	83.0	22.0	Bacteria; Proteobacteria; Gammaproteobacteria; Nitrosococcales; Methylophagaceae; Methylophaga; 
626df7db50e41ff90bc187e2964cdd88	883.0	1289.0	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Halioglobus; 
cfbc760bc9177688ef8445fd670910ac	0.0	44.0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Nitrincolaceae; Amphritea; uncultured bacterium
065731dc70ca2e0ae56177f7be27e398	67.0	105.0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oleiphilaceae; Oleiphilus; uncultured gamma proteobacterium
3ffe42fb07d002c3a2bbd4e4876b78dd	5.0	3.0	Bacteria; Kiritimatiellaeota; Kiritimatiellae; Kiritimatiellales; Kiritimatiellaceae; MSBL3; uncultured bacterium
4e569a411cfd20e27f89d231b691d3bc	31.0	25.0	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; ; ; 
e053ffbf21bc73ea1948801c1acdd5df	0.0	47.0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; 
799717f5ee22cca37027ef955146faa1	4.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; SAR324 clade(Marine group B); marine metagenome; marine metagenome; marine metagenome
0e2a00623bdf3472b8f4f534976f37a6	0.0	6.0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; KD3-93; ; 
c53c7d16cc723c364f4e26481d469296	4.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Haliangiaceae; Haliangium; 
75b4ffb58a99495f972fa08b6b78bfc5	0.0	14.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Salinirepens; uncultured bacterium
4f5efd25dacb5d639316e7291ff6ff8b	8.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Neisseriaceae; Neisseria; uncultured bacterium
4cbb095e89fab8c747d8f28f4e4a6ef6	14.0	25.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Cryomorphaceae; uncultured; uncultured Bacteroidetes bacterium
c583320a0696f82fccf5d29e293c002c	22.0	63.0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; NS11-12 marine group; uncultured marine bacterium; uncultured marine bacterium
84487345e8aa83bce499d767a45e83b2	10.0	6.0	Bacteria; Cyanobacteria; Melainabacteria; Vampirovibrionales; metagenome; metagenome; metagenome
dfe2b775ade3ed16a4e047322201ac8a	0.0	54.0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; 
85510cdc43af2e58f2253fce806a5a46	18.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 clade; Clade I; Clade Ib; 
1725a088fb71faf527c924311773113d	0.0	120.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Lutibacter; 
675de378638ecb0f20b277733248342b	0.0	21.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Lutibacter; 
291bc6c8ae3c52aa4aad93fc4b7a5d6c	0.0	12.0	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; uncultured; metagenome
10b6939ebe40d98df58fc07f92bba289	1161.0	593.0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Colwellia; 
b252dc413f981b81b2a7c7d4183c3d2f	12.0	7.0	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Microtrichaceae; uncultured; uncultured bacterium
f61e64488ea55ef4ec9008c239c8df98	4.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Cryomorphaceae; uncultured; uncultured Flavobacteriales bacterium
ff6a6ec91876168c46cadd2a02cb6ad2	109.0	192.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ascidiaceihabitans; 
49af908bf7ecf1ed0e2f121823c6ad37	0.0	23.0	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter; 
2bddaf063a1a3ddccb511c5d431cb9fd	0.0	14.0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium; 
ee72435c54e9da1a45b04ab9074ce678	52.0	50.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; ; 
99d43dd961a5502733b5eea8c5ebf00d	4.0	36.0	Bacteria; Proteobacteria; ; ; ; ; 
224b1f1e7d9a6874775a6c4933450073	103.0	1251.0	Bacteria; Proteobacteria; ; ; ; ; 
36602542caa215eaa04c5068fe515205	85.0	83.0	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Saprospiraceae; Lewinella; uncultured marine bacterium
5befa169b5672330bd3965d4307f17af	4.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; env.OPS 17; metagenome; metagenome
c3c2ce25cdd0424776e1791a8aa83c13	0.0	4.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Maritalea; uncultured alpha proteobacterium
d92fd995c906b193643c289dece20f43	13.0	12.0	Bacteria; Marinimicrobia (SAR406 clade); uncultured bacterium 413004-H17; uncultured bacterium 413004-H17; uncultured bacterium 413004-H17; uncultured bacterium 413004-H17; uncultured bacterium 413004-H17
af5a4159c426041e60cfc03ce87b36df	64.0	49.0	Archaea; Thaumarchaeota; Nitrososphaeria; Nitrosopumilales; Nitrosopumilaceae; ; 
acd971c3dbdc630fad7a3ed7f9d93e15	0.0	18.0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; ; 
1040e8aaec38d48d4a95fa1c3390a6c1	159.0	104.0	Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 clade; Clade I; Clade Ib; 
0032f9498596693d022238b1a2c99704	21.0	26.0	Bacteria; Nitrospinae; Nitrospinia; Nitrospinales; Nitrospinaceae; Nitrospina; 
54a7d2c9e0aa39ae9f734e40c7092fab	18.0	15.0	Bacteria; Proteobacteria; Gammaproteobacteria; HOC36; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium
8df20522aa92813384adafdd96128fbc	7.0	7.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; NS9 marine group; uncultured bacterium; uncultured bacterium
54ec6b2f290bb9ffd8f76b6bf7f32c20	30.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; 
b7b32d0e3941d3fd8a597b425b27a06a	0.0	11.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Flavobacteriaceae; NS5 marine group; uncultured bacterium ARCTIC37_F_06
f19fda84a12829f2d6033c22da243230	302.0	2199.0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Nitrincolaceae; uncultured; uncultured marine bacterium
6e038528911e409d168b93df6e1073b7	196.0	512.0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; NS11-12 marine group; uncultured marine bacterium; uncultured marine bacterium
08c23f79246e1f94d8352af44be5bc0a	19.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; 
04a07c19c0e8b893189f815afd089bb0	4.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Cyclobacteriaceae; uncultured; uncultured marine bacterium
63afe8e6aac58bf0d670a82ca5bc574c	7.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; ; 
da6a7cba87e0895b9cbe6037b9bd8b3b	0.0	5.0	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella 9; 
63ffc596781727668a90d6da135a33b4	601.0	3645.0	Archaea; Euryarchaeota; Thermoplasmata; Marine Group II; ; ; 
7fd3fc3eb70370e3933c5b130196225b	62.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; Chitinophaga; 
d42f71ee4f654658c98c1e7b7fdc1750	8.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Microscillaceae; Ohtaekwangia; metagenome
d8653d1204a02243fb4500544f7101b6	6.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; Inquilinaceae; Inquilinus; 
c6d53155dc70f1d525e55de6061d4cea	27.0	0.0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; 
79029fa983ec4eda60117a273a52cfc0	51.0	42.0	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter; 
60c3f919c670310e64fb79c6710bfd02	0.0	21.0	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Nitrincolaceae; uncultured; 
b4b903f2d6db4796e4a0e0868168c219	5.0	0.0	Archaea; Nanoarchaeaeota; Woesearchaeia; uncultured euryarchaeote; uncultured euryarchaeote; uncultured euryarchaeote; uncultured euryarchaeote
779b2421d89902a4dd81a8f83878c1b6	13.0	34.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; ; 
c9609a614a00671a6cb7331d180ba1a0	23.0	0.0	Bacteria; Proteobacteria; Gammaproteobacteria; Salinisphaerales; Solimonadaceae; Hydrocarboniphaga; uncultured bacterium
fb1be430d2943ac61a9afc113282e5c5	47.0	33.0	Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 clade; Clade IV; ; 
32f047497ba33d5e3afddc7a6ef40105	6.0	7.0	Bacteria; PAUC34f; uncultured bacterium; uncultured bacterium; uncultured bacterium; uncultured bacterium; uncultured bacterium
2b6dc9ebca1b08114b50b3cffad35478	8.0	0.0	Archaea; Thaumarchaeota; Nitrososphaeria; Nitrosopumilales; Nitrosopumilaceae; Candidatus Nitrosopelagicus; uncultured archaeon
1c0640727449285edabbda36ba0d8d8e	13.0	35.0	Bacteria; Cyanobacteria; Oxyphotobacteria; Synechococcales; Cyanobiaceae; Synechococcus CC9902; 
d2c8b01a80e3ba42172f994289023881	17.0	9.0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Nitrosomonadaceae; IS-44; uncultured marine bacterium
a01583885429172b989fe4e58a330044	0.0	5.0	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; uncultured bacterium
61e9a50f4346bb3a5b16179b8eca71fa	429.0	678.0	Bacteria; Proteobacteria; Gammaproteobacteria; SAR86 clade; ; ; 
9c9b36f22d2b184eeecc4ee483b007d9	14.0	57.0	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Arcobacteraceae; Arcobacter; 
e768858f697d076facefe905bff3fcca	40.0	31.0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Nitrosomonadaceae; Nitrosomonas; marine metagenome
b95dd7293efa3e00ddaade8b04df91cd	94.0	290.0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea; 
5f1163c312254df6de551d9b1a254da9	4.0	9.0	Bacteria; Lentisphaerae; Lentisphaeria; Lentisphaerales; Lentisphaeraceae; Lentisphaera; uncultured Lentisphaerae bacterium
7de03a6b3ae110796b7145e01c01bed6	3.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae; uncultured; uncultured delta proteobacterium
9dd4cd1c642c44026eebb93ca23528c5	5.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; PB19; ; ; 
39e1cd9f6eb95e185273e640e90838d4	0.0	8.0	Bacteria; Lentisphaerae; Lentisphaeria; Lentisphaerales; Lentisphaeraceae; Lentisphaera; uncultured bacterium
aa49235f28ba29cb79bf7dcf96ffe2d1	4.0	8.0	Bacteria; Proteobacteria; Gammaproteobacteria; Coxiellales; Coxiellaceae; Coxiella; uncultured bacterium
fc6b2072c3637d733434917292c2a368	56.0	33.0	Bacteria; Marinimicrobia (SAR406 clade); uncultured eubacterium OCS307; uncultured eubacterium OCS307; uncultured eubacterium OCS307; uncultured eubacterium OCS307; uncultured eubacterium OCS307
b6fb168021fe3281dccc38be07149991	23.0	27.0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Rubritalea; uncultured bacterium
10b754c618ecca32000959da2d5c9886	50.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 clade; Clade I; Clade Ia; 
398a2e93881ecaaec309309ade925817	0.0	6.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Filomicrobium; 
15e68564d419aeb967715703aeb33143	33.0	50.0	Bacteria; Proteobacteria; Deltaproteobacteria; NB1-j; uncultured marine bacterium; uncultured marine bacterium; uncultured marine bacterium
6221c40ed6827853b7adcf4455ada9b0	10.0	14.0	Bacteria; Proteobacteria; Gammaproteobacteria; OM182 clade; uncultured gamma proteobacterium; uncultured gamma proteobacterium; uncultured gamma proteobacterium
9ee8cfa3e2c4643f5de1f0f3151a9ed6	59.0	54.0	Bacteria; Marinimicrobia (SAR406 clade); ; ; ; ; 
348bb73e43e5c23f7e171ffe032e6216	7.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; NB1-j; uncultured organism; uncultured organism; uncultured organism
b9e59e89031b3b34283b583c1ffbfdd7	0.0	2.0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; P3OB-42; uncultured delta proteobacterium; uncultured delta proteobacterium
3d6687fcf4c467915480f15e7ead676e	0.0	10.0	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geopsychrobacter; uncultured bacterium
02ab883c30c1da01b499297013e01d48	0.0	2.0	Bacteria; Planctomycetes; OM190; uncultured planctomycete; uncultured planctomycete; uncultured planctomycete; uncultured planctomycete
81ba237350b51ef5741ed9266007d235	13.0	8.0	Bacteria; Verrucomicrobia; Verrucomicrobiae; Arctic97B-4 marine group; uncultured Verrucomicrobia bacterium; uncultured Verrucomicrobia bacterium; uncultured Verrucomicrobia bacterium
c6c694db49029f9c74f00ef3fc23b4d1	3.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Magnetospiraceae; uncultured; uncultured alpha proteobacterium
18d7f80dd2216322a2b8a7eed14b30f4	3.0	0.0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; P3OB-42; uncultured bacterium; uncultured bacterium
fc76636cb92c58c59e9f42799cd2ec4a	0.0	17.0	Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bdellovibrionaceae; OM27 clade; uncultured marine microorganism
c430ea492a2f9b35fb79c084901fdcf6	150.0	0.0	Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 clade; Clade II; ; 
